"Publication Type","Authors","Book Authors","Group Authors","Book Group Authors","Researcher Ids","ORCIDs","Book Editors","Author - Arabic","Grant Principal Investigator","Grant Co Principal Investigator","Article Title","Article Title - SciELO...13","Article Title - SciELO...14","Article Title - Chinese","Article Title - Russian","Patent Number","Patent Assignee","Source Title - Arabic","Source Title","Source Title - Korean","Book Series Title","Book Series Subtitle","Volume","Issue","Special Issue","Meeting Abstract","Start Page","End Page","Article Number","Version","Version History","DOI","Book DOI","License Name","License URI","License Description","Early Access Date","Supplement","Document Type","Publication Date","Publication Year","Abstract","Abstract - Foreign...44","Abstract - English Transliteration","Abstract - Foreign...46","Abstract - Korean","Conference Title","Conference Date","Conference Sponsor","Conference Location","Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases","180 Day Usage Count","Since 2013 Usage Count","ISSN","eISSN","ISBN","Grant Number","No of References","Cited References","Language","Advisor","Committee Member","Copyright","Degree Name","Institution Address","Institution","Dissertation and Thesis Subjects","Author Keywords","Indexed Date","UT (Unique ID)","Pubmed Id","...79"
"J","Curzel, V; Paredes, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fruit growing activity in the Template Valleys of Jujuy, Argentina",NA,NA,NA,NA,NA,NA,NA,"AGROCIENCIA URUGUAY",NA,NA,NA,"25",NA,"1",NA,NA,NA,"398",NA,NA,"10.31285/AGRO.25.398",NA,NA,NA,NA,NA,NA,"Article","OCT 2021",2021,"In Jujuy province, in the extreme north-west area of Argentina, four environmental regions are distinguished: temperate valleys, warm valleys, quebrada and puna. The temperate valley is a humid valley with a temperate climate in winter, with 350 to 550 estimated chill hours. It has 30,000 ha under irrigation. Its main productive activity is tobacco, but horticulture and fruit growing are also carried out there. Fruit production is a viable and economical alternative. Fruit trees, like almond, fig, custard apple and peach, were introduced more than 50 years ago. Peach production is the activity that keeps growing and incorporating technology. The cultivars grown in the area have first and extra-prime characteristics, harvest from September to December. The ecological conditions of the temperate valleys, due to its mild annual weather conditions, are suitable for very early production, like in no other area of the country, with which it obtains great competitive advantages in national markets; annually, 1,300 tons of peaches enter the Central Market of Buenos Aires from Jujuy. The entry of this prime fruit marks the trend of the season and makes it the main prime peach area in Argentina. This commercial opportunity is also seen from the analysis of the seasonality of the market offer of species, such as nectarines, plums, cherries and apricots. The institutions in the area (INTA-FCA-UNJU) work jointly with the fruit sector, and important advances in production technology have been made: planting densities, harvest rates, color chart to determine harvest, market information, market studies and analysis of commercial opportunities, crop management and genetic improvement.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,"1510-0839","2301-1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Nacl Jujuy, Fac Ciencias Agr, Catedra Fruticultura, San Salvador De Jujuy, ArgentinaINTA, Ctr Reg Salta, San Salvador De Jujuy, Argentina","Univ Nacl Jujuy",NA,NA,"2021-10-01","WOS:000972773700006",NA,NA
"J","Ochungo, Pamela; Veldtman, Ruan; Abdel-Rahman, Elfatih M.; Raina, Suresh; Muli, Eliud; Landmann, Tobias",NA,NA,NA,"Ochungo, Pamela/ABB-6794-2020; Landmann, Tobias/AAE-5467-2022; Veldtman, Ruan/I-1131-2019; Abdel-Rahman, Elfatih Mohamed/HNT-0659-2023","Ochungo, Pamela/0000-0003-4124-7248; Abdel-Rahman, Elfatih Mohamed/0000-0002-5694-0291",NA,NA,NA,NA,"Multi-sensor mapping of honey bee habitats and fragmentation in agro-ecological landscapes in Eastern Kenya",NA,NA,NA,NA,NA,NA,NA,"GEOCARTO INTERNATIONAL",NA,NA,NA,"36","8",NA,NA,"839","860",NA,NA,NA,"10.1080/10106049.2019.1629645",NA,NA,NA,NA,"JUN 2019",NA,"Article","MAY 9 2021",2021,"Extensive land transformation leads to habitat loss, which directly affects and fragments species habitats. Such land transformations can adversely affect fodder availability for bees and thus colony strength with consequences for rural communities that use bee keeping as a livelihood option. Quantification of the landscape structure is thus critical if the linkages between the landscape and honey bee colony health are to be well understood. In this study, a random forest algorithm was used on dual-polarized multi-season Sentinel-1A (S1) synthetic aperture radar (SAR) and single season Sentinel-2A (S2) optical imagery to map honey bee habitats and their degree of fragmentation in a heterogeneous agro-ecological landscape in eastern Kenya. The dry season S2 optical imagery was fused with the S1 data and class-wise mapping accuracies (with and without radar) were compared. Relevant fragmentation indices representing patch sizes, isolation and configuration were thereafter generated using the fused imagery. The fused imagery recorded an overall accuracy of 86% with a kappa of 0.83 versus the SAR imagery only, which had an overall accuracy of 76% with a kappa of 0.68. However, the S1 imagery had slightly higher user's and producer's accuracies for under-represented but important honey bee habitat classes, that is, natural grasslands and hedges. The variable importance analysis using the fused imagery showed that the short-wave infrared and the red-edge waveband regions were highly relevant for the classification model. Our mapping approach showed that fusing data generated from S1 and S2 with improved spectral resolution, could be effectively used for the spatially explicit mapping of honey bee habitats and their degree of fragmentation in semi-arid African agro-ecological landscapes.",NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,3,0,10,NA,NA,"1010-6049","1752-0762",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICIPE, Nairobi, KenyaStellenbosch Univ, Dept Conservat Ecol & Entomol, Matieland, South AfricaKirstenbosch Res Ctr, South African Natl Biodivers Inst, Claremont, South AfricaUniv Khartoum, Fac Agr, Dept Agron, Khartoum, SudanRemote Sensing Solut RSS GmBH, Baierbrunn, Germany","Remote Sensing Solut RSS GmBH",NA,NA,"2019-07-02","WOS:000472301900001",NA,NA
"J","Walther-Hellwig, K; Frankl, R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foraging habitats and foraging distances of bumblebees, Bombus spp. (Hym., apidae), in an agricultural landscape",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF APPLIED ENTOMOLOGY",NA,NA,NA,"124","7-8",NA,NA,"299","306",NA,NA,NA,"10.1046/j.1439-0418.2000.00484.x",NA,NA,NA,NA,NA,NA,"Article","OCT 2000",2000,"In selected foraging habitats of an agricultural landscape flower visits of bumblebees and community structure of foraging bumblebees were studied, with special regard to the role of crops as super-abundant resources. Most crops represent temporal foraging habitats with high abundance of bumblebees but mainly with low diversity in the bumblebee forage community, in contrast to permanent foraging habitats such as, for example, a hedgerow. The high numbers of bumblebees in the monoculture of crop plantations consisted mainly of short-tongued bumblebee species. The role of foraging distances for the visitation rate of foraging habitats was studied by performing capture-recapture experiments with natural nests of Bombus terrestris, Bombus lapidarius and Bombus muscorum. Differences were found on the species as well as the individual level. The foraging distances of B. muscorum were more restricted to the neighbourhood of the nesting habitat than the foraging activity of B. terrestris and B. lapidarius. High percentages of B. terrestris workers were recaptured while foraging on super-abundant resources in distances up to 1750 m from the nest. Isolated patches of highly rewarding forage crops, in agricultural landscapes, are probably only accessed by bumblebee species with large mean foraging distances, such as the short-tongued B. terrestris. Species like the rare, long-tongued B. muscorum depend on a close connection between nesting and foraging habitat. A restricted foraging radius might be one important factor of bumblebee species loss and potential pollinator limitation in modern agricultural landscapes. Furthermore, long-distance flights of bumblebee pollinators have to be considered in the present discussion on gene flow from transgenic plant species on a landscape scale.",NA,NA,NA,NA,NA,NA,NA,NA,212,3,0,0,178,0,241,NA,NA,"0931-2048","1439-0418",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Marburg, Dept Biol, D-35032 Marburg, GermanyUniv Giessen, Dept Gen & Special Zool Anim Ecol, D-35390 Giessen, Germany",NA,NA,NA,"2000-10-01","WOS:000089950600005",NA,NA
"J","Barmaz, Stefania; Vaj, Claudia; Ippolito, Alessio; Vighi, Marco",NA,NA,NA,"Ippolito, Alessio/Q-2731-2019","Ippolito, Alessio/0000-0003-4924-0323",NA,NA,NA,NA,"Exposure of pollinators to plant protection products",NA,NA,NA,NA,NA,NA,NA,"ECOTOXICOLOGY",NA,NA,NA,"21","8",NA,NA,"2177","2185",NA,NA,NA,"10.1007/s10646-012-0971-7",NA,NA,NA,NA,NA,NA,"Article","NOV 2012",2012,"As a general rule, environmental risk for chemicals is characterised by comparing an expected exposure level (e.g. PEC) with an ecotoxicological endpoint. The same approach is generally used for plant protection products (PPPs). However, in some cases, suitable procedures for a precise quantification of exposure are not available. The common risk assessment procedure for pollinators based on the hazard quotient, where the agronomic application rate is assumed as an exposure indicator, is an example. In this work, a semi-quantitative index to assess exposure to PPPs for organisms with a large forage area is presented. The proposed index was already applied in a previous work on risk assessment for pollinators, for this reason the validation steps (sampling area, collected samples, samples distribution) were planned bearing in mind the characteristic and the behaviour of these organisms and using Apis mellifera as representative of pollinators. The starting point for the development of the index is the assumption that exposure depends not only on environmental fate of pesticides but also on the feeding behaviour of the target organisms (in this context meant as target of the assessment). The developed index was applied and validated in different experimental areas of 4 x 4 km located in North-East Italy (Veneto region) characterised by a different level of impact. A sensitivity analysis of the index was performed evaluating the influence of the dataset resolution on the predictive efficiency. The obtained results indicate a good agreement between predicted and measured concentrations, supporting the suitability of the index to improve exposure assessment for pollinators.",NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,4,0,8,NA,NA,"0963-9292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Milano Bicocca, Dept Environm Sci, I-20126 Milan, Italy",NA,NA,NA,"2013-02-05","WOS:000312664900008",22752801,NA
"J","Wilkie, J. D.; Sedgley, M.; Olesen, T.",NA,NA,NA,"Wilkie, John D/M-4781-2014","Wilkie, John D/0000-0001-9641-0220",NA,NA,NA,NA,"The timing of pruning affects flushing, flowering and yield of macadamia",NA,NA,NA,NA,NA,NA,NA,"CROP & PASTURE SCIENCE",NA,NA,NA,"61","7",NA,NA,"588","600",NA,NA,NA,"10.1071/CP09167",NA,NA,NA,NA,NA,NA,"Article","2010",2010,"Macadamia (Macadamia integrifolia, M. integrifolia x M. tetraphylla) trees were pruned at different times at sites near Alstonville, northern New South Wales, Australia, to examine the effects on vegetative flushing, subsequent flower raceme production and yield. Pruning of cv. 849 and cv. A268 modified the cycle of flush development. Pruning times that resulted in immature flushes on the canopy in late autumn or early winter inhibited raceme production. In contrast, pruning in late May and early June did not generally reduce raceme production relative to production on unpruned trees. The times of pruning that reduced raceme production also reduced yield. The yields of trees pruned in late May were also reduced, presumably because of decreased light interception. In the season after treatment the trees pruned in early April had greater numbers of racemes per unit of tree canopy volume than the trees pruned in late May. The trees of the lighter flowering cv. 849 pruned in early April had higher yield efficiencies than the trees pruned in late May, whereas there was no effect on yield efficiency in the prolifically flowering cv. A268. The differences in raceme production in the season after pruning may have been due to a combination of an alternate bearing response, characteristics of the stems produced after pruning, or maturity of the flushes. In a separate experiment, uniconazole sprays immediately after pruning reduced the length of the new stems, slowed canopy expansion, and increased kernel recovery compared with untreated hedged trees, but did not affect flowering or yield. In another experiment, hedging in early June had no effect on raceme production in cv. 849 trees in consecutive seasons, and no effect on canopy volume or yield in the first season. In contrast, canopy volume and yield were reduced in the second season. Finally, pruning of young, yet-to-flower cv. 849 trees from late winter to spring staggered flush development, with the earliest pruned trees producing more racemes and setting more fruit than the later pruned trees.",NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,11,0,13,NA,NA,"1836-0947","1836-5795",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ New England, Fac Arts & Sci, Armidale, NSW 2351, AustraliaCtr Trop Hort, New S Wales Dept Primary Ind, Alstonville, NSW 2477, Australia",NA,NA,NA,"2010-01-01","WOS:000279493700007",NA,NA
"J","Salveter, Roy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Habitat utilization by Syrphidae (Diptera) in a diverse agricultural landscape.]",NA,NA,NA,"Habitatnutzung adulter Schwebfliegen (Diptera: Syrphidae) in einer stark gegliederten Agrarlandschaft.",NA,NA,NA,"Mitteilungen der Schweizerischen Entomologischen Gesellschaft",NA,NA,NA,"71","1-2",NA,NA,"49","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Article","1998",1998,"In the years 1993 and 1994 activity distribution and diversity of syrphid species over the season were assessed in various habitats (forests, apple orchards, sown herb strips, meadows, winter wheat, sugar beets). This was done on an agriculture area in Zollikofen near Berne, using malaise traps. During these two years 11'865 individuals of 92 species were caught. 40% of the species occurred exclusively in a single habitat either in forests or herb strips or apple orchards. The similarity among different habitats was very high with the exception of forests. The predominant species (Melanostoma mellinum, Sphaerophoria scripta, Eupeodes corollae, Episyrphus balteatus, Platycheirus peltatus, Platycheirus clypeatus, Meliscaeva cinctella) constituted about 90%. The share of Syrphinae was more than 95% in annual cultures. As very rare species, Callicera aenea found for the first time in Switzerland since 1958, and Melangyna cingulata were registered. The forest held the highest number of species and individuals in spring and autumn. For this reason forests are seen as an important refugee habitat for various syrphid species that play a significant role as aphid antagonists in wheat. For the fertilised E. balteaus females the forest serves as hibernation habitat. Furthermore, in forests and at the edges, many specialised hoverflies are found. In 1994 the highest number of syrphid individuals was caught in the apple orchard. Fruit cultures supply pollen in grasses and flowers in the herb layer. Additionally, the first aphid infestation in the apple trees already occurs in April allowing the development of an early first generation of aphidophagous syrphids. The herb strips usually had the highest number of individuals and species between June and September, which indicates that the rich flower supply was exploited by many hoverflies. Flower pollen and nectar are relevant resources for all adult syrphids.",NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,5,0,6,NA,NA,"0036-7575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zoologisches Institut der Universitat Bern, Abteilung Synokologie, Baltzerstr. 3, CH-3012 Bern, Switzerland",NA,NA,NA,"1998-01-01","ZOOREC:ZOOR13500011879",NA,NA
"J","Broughton, Richard K.; Bullock, James M.; George, Charles; Gerard, France; Maziarz, Marta; Payne, Wesley E.; Scholefield, Paul A.; Wade, Daniel; Pywell, Richard F.",NA,NA,NA,"Broughton, Richard K/AAE-5912-2020; Gerard, France Fanny/D-8428-2012; Pywell, Richard F/E-8738-2010; Scholefield, Paul/HZH-7105-2023; Bullock, James M/F-9997-2011","Broughton, Richard K/0000-0002-6838-9628; Gerard, France Fanny/0000-0001-5916-5174; Pywell, Richard F/0000-0001-6431-9959; Scholefield, Paul/0000-0003-2974-6431; Maziarz, Marta/0000-0002-2921-5713; Shemmings-Payne, Wesley/0000-0002-4253-3185; Wade, Daniel/0000-0001-5687-4557",NA,NA,NA,NA,"Slow development of woodland vegetation and bird communities during 33 years of passive rewilding in open farmland",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,NA,NA,"17","11",NA,NA,NA,NA,"e0277545",NA,NA,"10.1371/journal.pone.0277545",NA,NA,NA,NA,NA,NA,"Article","NOV 11 2022",2022,"Passive rewilding is a potential tool for expanding woodland cover and restoring biodiversity by abandoning land management and allowing natural vegetation succession to occur. Land can be abandoned to passive rewilding deliberately or due to socio-economic change. Despite abandonment being a major driver of land use change, few have studied the long-term outcomes for vegetation and biodiversity in Western Europe. Studies are also biased towards sites that are close to seed sources and favourable to woodland colonisation. In this case-study, we reconstruct a time series of passive rewilding over 33 years on 25 ha of former farmland that had been subject to soil tipping, far from woodland seed sources. Natural colonisation by shrubs and trees was surveyed at three points during the time series, using field mapping and lidar. Breeding birds were surveyed at three time points, and compared with surveys from nearby farmland. Results showed that natural colonisation of woody vegetation was slow, with open grassland dominating the old fields for two decades, and small wetlands developing spontaneously. After 33 years, thorny shrub thickets covered 53% of the site and former hedgerows became subsumed or degraded, but trees remained scarce. However, the resulting habitat mosaic of shrubland, grassland and wetland supported a locally distinctive bird community. Farmland bird species declined as passive rewilding progressed, but this was countered by relatively more wetland birds and an increase in woodland birds, particularly songbirds, compared to nearby farmland. Alongside biodiversity benefits, shrubland establishment by passive rewilding could potentially provide ecosystem services via abundant blossom resources for pollinators, and recreation and berry-gathering opportunities for people. Although closed-canopy woodland remained a distant prospect even after 33 years, the habitat mosaic arising from passive rewilding could be considered a valuable outcome, which could contribute to nature recovery and provision of ecosystem services.",NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,2,0,6,NA,NA,"1932-6203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK Ctr Ecol & Hydrol, Wallingford, Oxon, EnglandUniv Oxford, Dept Biol, Oxford, EnglandPolish Acad Sci, Museum & Inst Zool, Warsaw, PolandUniv Hull, Dept Biol & Marine Sci, Kingston Upon Hull, N Humberside, EnglandUK Ctr Ecol & Hydrol, Lancaster Environm Ctr, Lancaster, England",NA,NA,NA,"2023-04-15","WOS:000926000200039",36367885,NA
"P","HUANG Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planting landscaping nursery stock involves carrying out preparation of nursery stock fertilizer earlier by taking raw materials, mixing, adding into mixing tank, adding pure water, mixing, stirring, granulating, and drying fertilizer granules to obtain special fertilizer",NA,NA,NA,NA,"CN115226559-A","XIANGYANG XIAOXIANG GREENING ECOLOGICAL TECHNOLOGY CO LTD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOVELTY - Planting landscaping nursery stock involves carrying out preparation of nursery stock fertilizer earlier by weighing 3-10 pts. wt. lemon balm, 0.9-1.1 pts. wt. zinc sulfate, 9-14 pts. wt. green plant leaves, 4-11 pts. wt. mint leaves, 0.7-1.1 pts. wt. surfactant, 1.4-1.4 pts. wt. mugwort, 0.1-0.6 pts. wt. rosemary leaves, 0.1-0.6 pts. wt. functional additives, 14-24 pts. wt. soybean meal, 24-34 pts. wt. poultry manure, 4-10 pts. wt. seaweed polysaccharide, 3-10 pts. wt. amino acid fermentation broth, 4-9 pts. wt. growth regulator, 4-9 pts. wt. sodium selenite, and 1-4 pts. wt. citric acid, mixing the fertilizer raw materials, adding into mixing tank, adding 50-65 pts. wt. pure water and mixing, and stirring. USE - Method used for planting landscaping nursery stock. ADVANTAGE - The method applies large amount of farm manure to reduce use of chemical fertilizers, and at the same time, the farm manure has been recycled, making the entire planting process of green seedlings more green and eco-friendly. DETAILED DESCRIPTION - Planting landscaping nursery stock involves carrying out preparation of nursery stock fertilizer earlier by weighing 3-10 pts. wt. lemon balm, 0.9-1.1 pts. wt. zinc sulfate, 9-14 pts. wt. green plant leaves, 4-11 pts. wt. mint leaves, 0.7-1.1 pts. wt. surfactant, 1.4-1.4 pts. wt. mugwort, 0.1-0.6 pts. wt. rosemary leaves, 0.1-0.6 pts. wt. functional additives, 14-24 pts. wt. soybean meal, 24-34 pts. wt. poultry manure, 4-10 pts. wt. seaweed polysaccharide, 3-10 pts. wt. amino acid fermentation broth, 4-9 pts. wt. growth regulator, 4-9 pts. wt. sodium selenite, and 1-4 pts. wt. citric acid, mixing the fertilizer raw materials, adding into mixing tank, adding 50-65 pts. wt. pure water and mixing, and stirring, granulating, drying the fertilizer granules to obtain a special fertilizer, under the condition of protecting the original soil structure, loosening and improving the soil. Before planting the greening seedlings, the main portion of greening seedlings needs to be disinfected and cleaned, and soaked with water for 2 minutes, and then transplanted to the soil for cultivation. Before planting the greening seedlings, the soil of planting place is applied according to 100 strains/500 m 2000kg of special fertilizer, every 15 days in spring and summer, human excrement and urine are poured once to promote the growth of fruit tree branches, in autumn, in order to ensure the maturity of fruit, hole application method is used, 2000 kg of special fertilizer per 500 m2, followed by selecting disease-free, robust one-level greening seedlings, then cleaning and planting, plant density according to the size of the hedgerow row spacing, plant according to 100/500 m. After the planting ends, during the growth process, branches are regularly pruned, and the ventilation and temperature under leaf curtain are improved to reduce the incidence of fungal diseases. The pests are prevented and controlled on landscaping seedlings. At this time, pests are used to trap and kill yellow insects, hanging yellow insect sticky boards in the orchard, hang 15-20 per 500 m2, paying attention to timely replacement, and then completing the entire planting process.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-10","DIIDW:2022D8064D",NA,NA
"J","Castro, Erika Beatriz de Lima; Melo, Raylson de Sa; da Costa, Emanuel Magalhaes; Pessoa, Angela Maria dos Santos; Oliveira, Ramony Kelly Bezerra; Bertini, Candida Herminia Campos de Magalhaes",NA,NA,NA,NA,", Raylson de Sa Melo/0000-0001-9512-7335; de Lima Castro, Erika Beatriz/0000-0002-1396-9967; Bertini, Candida/0000-0003-2949-5660; Bezerra Oliveira, Ramony Kelly/0000-0002-1908-0560; dos Santos Pessoa, Angela Maria/0000-0002-7393-984X",NA,NA,NA,NA,"CLASSIFICATION OF Phaseolus lunatus L. USING IMAGE ANALYSIS AND MACHINE LEARNING MODELS1",NA,NA,NA,NA,NA,NA,NA,"REVISTA CAATINGA",NA,NA,NA,"35","4",NA,NA,"772","782",NA,NA,NA,"10.1590/1983-21252022v35n404rc",NA,NA,NA,NA,NA,NA,"Article","OCT-DEC 2022",2022,"-Image analysis combined with machine learning models can be an excellent tool for classification of fava (Phaseolus lunatus L.) genotypes and is a low-cost system. Fava is grown by family farmers, mainly, in the Northeast and South regions of Brazil, presenting economic and social importance. Evaluations to gather information on qualitative and quantitative characters of seeds enable the description and distinction of genotypes, allowing the evaluation of variability of plant species, which is essential in breeding programs. The use of image analysis is a fast and economic tool for obtaining large quantity of information. Machine learning techniques have been developed and implemented in the agricultural sector due to technological advances and increasing use of artificial intelligence, which enables the automatization of several processes. In this context, the objective of this work was to evaluate different machine learning models to classify fava genotypes, using data obtained through image analysis. Images of fava seeds were captured using a table scanner (HP Scanjet 2004), set to true color mode, arranged upside down inside of an aluminum box fully closed during the capture of the images for an adequate illumination and prevention of environmental noises. The K-Nearest Neighbor, Naive Bayes, Linear Discriminant Analysis, Support Vector Machine, Gradient Boosting, Bootstrap Aggregating, Classification and Regression Trees, Random Forest, and C50 models were used for the study. Linear Discriminant Analysis was the model that presented the highest efficiency for classifying the genotypes, with an accuracy of 90%.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,"0100-316X","1983-2125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Fed Ceara, Dept Phytotechn, Fortaleza, CE, BrazilUniv Fed Rural Semi Arido, Dept Phytotechn, Mossoro, RN, Brazil",NA,NA,NA,"2022-11-13","WOS:000872582100004",NA,NA
"J","Fernandez-Fernandez, P.; Sanczuk, P.; Vanneste, T.; Brunet, J.; Ehrlen, J.; Hedwall, P-O; Hylander, K.; Van Den Berge, S.; Verheyen, K.; De Frenne, P.",NA,NA,NA,"Ehrlen, Johan/H-6286-2013; De Frenne, Pieter/N-4969-2014","De Frenne, Pieter/0000-0002-8613-0943; Vanneste, Thomas/0000-0001-5296-917X; Ehrlen, Johan/0000-0001-8539-8967; Sanczuk, Pieter/0000-0003-1107-4905; Verheyen, Kris/0000-0002-2067-9108; Brunet, Jorg/0000-0003-2667-4575; Hylander, Kristoffer/0000-0002-1215-2648",NA,NA,NA,NA,"Different effects of warming treatments in forests versus hedgerows on the understorey plant Geum urbanum",NA,NA,NA,NA,NA,NA,NA,"PLANT BIOLOGY",NA,NA,NA,"24","5",NA,NA,"734","744",NA,NA,NA,"10.1111/plb.13418",NA,NA,NA,NA,"MAR 2022",NA,"Article","AUG 2022",2022,"The effectiveness of hedgerows as functional corridors in the face of climate warming has been little researched. Here we investigated the effects of warming temperatures on plant performance and population growth of Geum urbanum in forests versus hedgerows in two European temperate regions. Adult individuals were transplanted in three forest-hedgerow pairs in each of two different latitudes, and an experimental warming treatment using open-top chambers was used in a full factorial design. Plant performance was analysed using mixed models and population performance was analysed using Integral Projection Models and elasticity analyses. Temperature increases due to open-top chamber installation were higher in forests than in hedgerows. In forests, the warming treatment had a significant negative effect on the population growth rate of G. urbanum. In contrast, no significant effect of the warming treatment on population dynamics was detected in hedgerows. Overall, the highest population growth rates were found in the forest control sites, which was driven by a higher fecundity rather than a higher survival probability. Effects of warming treatments on G. urbanum population growth rates differed between forests and hedgerows. In forests, warming treatments negatively affected population growth, but not in hedgerows. This could be a consequence of the overall lower warming achieved in hedgerows. We conclude that maintenance of cooler forest microclimates coul, at least temporarily, moderate the species response to climate warming.",NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2,NA,NA,"1435-8603","1438-8677",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Ghent, Forest & Nat Lab, Dept Environm, Fac Biosci Engn, Geraardsbergsesteenweg 267, BE-9090 Gontrode Melle, BelgiumSLU Alnarp, Southern Swedish Forest Res Ctr, Lomma, SwedenStockholm Univ, Dept Ecol Environm & Plan Sci, Stockholm, SwedenStockholm Univ, Bolin Ctr Climate Res, Stockholm, Sweden","Stockholm Univ",NA,NA,"2022-04-02","WOS:000772431500001",35322913,NA
"J","Brown, James A.; Montgomery, W. Ian; Provan, Jim",NA,NA,NA,"Montgomery, Ian/ISS-3537-2023",NA,NA,NA,NA,NA,"Strong spatial structuring of clonal genetic diversity within blackthorn (Prunus spinosa) hedgerows and woodlands",NA,NA,NA,NA,NA,NA,NA,"TREE GENETICS & GENOMES",NA,NA,NA,"18","1",NA,NA,NA,NA,"5",NA,NA,"10.1007/s11295-022-01538-x",NA,NA,NA,NA,NA,NA,"Article","FEB 2022",2022,"Hedgerows are an important component of agricultural landscapes, but in recent years have increasingly faced threats such as habitat loss, land use change, climate change, invasive species, pests and plant pathogens. Given the potential importance of genetic diversity in countering these threats, and the spatial distribution of such diversity within and across natural populations, we analyzed levels and patterns of diversity in blackthorn (Prunus spinosa), a key component of many hedgerows. Twenty-one populations of blackthorn from a mixture of hedgerows and woodlands were genotyped for four nuclear and five chloroplast microsatellites. Three hundred twenty-one unique clonal genotypes were identified from 558 individuals analyzed, 207 of which were found in a single individual. With the exception of a single population that appears to have been planted recently from seed (Peatlands Park), all populations exhibited evidence of vegetative reproduction via suckering. Multi-ramet clones were highly spatially structured within populations, and ranged in size from < 1 to 258 m. These findings indicate that asexual reproduction is widespread in the populations of blackthorn studied. Although levels of clonality varied across study sites, there was clear spatial structuring of clones in each case. Such clonal organization should be taken into account in hedge management or where planting or replanting of hedgerows becomes necessary. Knowledge of the patterns and extent of spatial structuring of genotypes within potential source populations will allow the selection of genetically divergent material, rather than selection of clonal replicates of the same genotype.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,NA,NA,"1614-2942","1614-2950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queens Univ Belfast, Sch Biol Sci, 19 Chlorine Gardens, Belfast BT9 5DL, Antrim, North IrelandAFBI Stormont, Vet Sci Div, 12 Stoney Rd, Belfast BT4 3SD, Antrim, North IrelandAberystwyth Univ, Inst Biol Environm & Rural Sci, Aberystwyth SY23 3DA, Dyfed, Wales",NA,NA,NA,"2022-01-21","WOS:000742974700001",NA,NA
